bul,eng,fin,por,spa,swe
449105,2332889,5055433,4952882,787900,651211	1
449106,2332889,5055433,4952882,787900,651211	1
618649,618647,5055433,4952882,787900,651211	1
403063,2444358,455362,2680752,455753,1999275	1
319999,2444358,455362,2680752,455753,1999275	1
3133955,2444358,455362,2680752,455753,1999275	1
403063,536562,455362,2680752,455753,1999275	1
319999,536562,455362,2680752,455753,1999275	1
3133955,536562,455362,2680752,455753,1999275	1
319999,989540,455362,2680752,455753,1999275	1
3133955,989540,455362,2680752,455753,1999275	1
319999,1567636,455362,2680752,455753,1999275	1
3133955,1567636,455362,2680752,455753,1999275	1
319999,6694951,455362,2680752,455753,1999275	1
3133955,6694951,455362,2680752,455753,1999275	1
319999,6694952,455362,2680752,455753,1999275	1
3133955,6694952,455362,2680752,455753,1999275	1
319999,2142367,455362,2680752,455753,1999275	1
3133955,2142367,455362,2680752,455753,1999275	1
319999,6688542,455362,2680752,455753,1999275	1
3133955,6688542,455362,2680752,455753,1999275	1
403063,1359843,455362,2680752,455753,1999275	1
3133955,1359843,455362,2680752,455753,1999275	1
1434324,462929,6585002,1180828,2797916,892645	1
35179,1290904,6961656,3086567,832152,912745	1
35179,1893581,6961656,3086567,832152,912745	1
35179,771902,6961656,3086567,832152,912745	1
35179,771900,6961656,3086567,832152,912745	1
35179,347498,6961656,3086567,832152,912745	1
35179,2266937,6961656,3086567,832152,912745	1
35179,4608362,6961656,3086567,832152,912745	1
1479652,1290904,6961656,3086567,832152,912745	1
1479652,1893581,6961656,3086567,832152,912745	1
2248129,771902,6961656,3086567,832152,912745	1
1568769,771900,6961656,3086567,832152,912745	1
1614914,771900,6961656,3086567,832152,912745	1
869429,771900,6961656,3086567,832152,912745	1
2266936,347498,6961656,3086567,832152,912745	1
2266936,2266937,6961656,3086567,832152,912745	1
869429,4608362,6961656,3086567,832152,912745	1
4803410,851863,479871,509769,3946200,5239917	1
5170166,571860,1043783,2675294,765431,1996369	1
5170166,1281266,1043783,2675294,765431,1996369	1
5170166,571861,1043783,2675294,765431,1996369	1
5170166,2171120,1043783,2675294,765431,1996369	1
2166075,4557144,1237574,5729251,4508872,2166089	1
2166075,4557564,1237574,5729251,4508872,2166089	1
2166075,1520573,1237574,5729251,4508872,2166089	1
2166075,1551049,1237574,5729251,4508872,2166089	1
2123617,4557144,1237574,5729251,4508872,2166089	1
1520373,4557144,1237574,5729251,4508872,2166089	1
1520373,4557564,1237574,5729251,4508872,2166089	1
2123617,1520573,1237574,5729251,4508872,2166089	1
2123617,1551049,1237574,5729251,4508872,2166089	1
1520373,1551049,1237574,5729251,4508872,2166089	1
2167830,4557144,1237574,5729251,4508872,2166089	1
870648,1551049,1237574,5729251,4508872,2166089	1
270528,639349,1001293,6837397,771210,1962109	1
638732,639349,1001293,6837397,771210,1962109	1
4546716,4553653,1001293,6837397,771210,1962109	1
528551,629803,3173431,3279048,2631970,1988735	1
582687,629803,3173431,3279048,2631970,1988735	1
679793,576594,3855642,3090006,834017,1960702	1
523049,576594,3855642,3090006,834017,1960702	1
6666790,576594,3855642,3090006,834017,1960702	1
1529653,576594,3855642,3090006,834017,1960702	1
3646858,576594,3855642,3090006,834017,1960702	1
3095224,576594,3855642,3090006,834017,1960702	1
40126,679788,3855642,3090006,834017,1960702	1
523049,679788,3855642,3090006,834017,1960702	1
6666790,679788,3855642,3090006,834017,1960702	1
1529653,679788,3855642,3090006,834017,1960702	1
3646858,679788,3855642,3090006,834017,1960702	1
3095224,679788,3855642,3090006,834017,1960702	1
679793,679794,3855642,3090006,834017,1960702	1
6666790,679794,3855642,3090006,834017,1960702	1
1529653,679794,3855642,3090006,834017,1960702	1
3646858,679794,3855642,3090006,834017,1960702	1
3095224,679794,3855642,3090006,834017,1960702	1
679793,1517135,3855642,3090006,834017,1960702	1
40126,1517135,3855642,3090006,834017,1960702	1
523049,1517135,3855642,3090006,834017,1960702	1
6666790,1517135,3855642,3090006,834017,1960702	1
3646858,1517135,3855642,3090006,834017,1960702	1
3095224,1517135,3855642,3090006,834017,1960702	1
679793,1555948,3855642,3090006,834017,1960702	1
40126,1555948,3855642,3090006,834017,1960702	1
523049,1555948,3855642,3090006,834017,1960702	1
6666790,1555948,3855642,3090006,834017,1960702	1
1529653,1555948,3855642,3090006,834017,1960702	1
3646858,1555948,3855642,3090006,834017,1960702	1
3635696,596016,5599505,1188340,5599592,3829817	1
3635697,596016,5599505,1188340,5599592,3829817	1
3635696,596017,5599505,1188340,5599592,3829817	1
3635697,596017,5599505,1188340,5599592,3829817	1
3635696,2455671,5599505,1188340,5599592,3829817	1
3635697,2455671,5599505,1188340,5599592,3829817	1
300902,1384564,1198101,2638452,4713974,1990261	1
2094583,867057,991440,3016172,630679,1666375	1
38705,1075100,1075628,3856013,776822,1960879	1
3722797,1075100,1075628,3856013,776822,1960879	1
321925,1075100,1075628,3856013,776822,1960879	1
6874309,1075100,1075628,3856013,776822,1960879	1
6874311,1075100,1075628,3856013,776822,1960879	1
5078427,1075100,1075628,3856013,776822,1960879	1
690113,1640832,1075628,3856013,776822,1960879	1
690113,1214372,1075628,3856013,776822,1960879	1
690113,1233245,1075628,3856013,776822,1960879	1
690113,5911910,1075628,3856013,776822,1960879	1
690113,1185449,1075628,3856013,776822,1960879	1
690113,6874914,1075628,3856013,776822,1960879	1
38705,1640832,1075628,3856013,776822,1960879	1
321925,1233245,1075628,3856013,776822,1960879	1
6874309,1233245,1075628,3856013,776822,1960879	1
6874311,1233245,1075628,3856013,776822,1960879	1
3722797,5911910,1075628,3856013,776822,1960879	1
321925,1185449,1075628,3856013,776822,1960879	1
6874309,6874914,1075628,3856013,776822,1960879	1
6874311,6874914,1075628,3856013,776822,1960879	1
773241,1476288,4936946,7763054,3877911,5886426	1
1349055,957216,4936946,7763054,3877911,5886426	1
773241,5594878,4936946,7763054,3877911,5886426	1
1349055,5594878,4936946,7763054,3877911,5886426	1
2549101,1776951,2094347,3369807,3250665,1998248	1
2549101,2201520,2094347,3369807,3250665,1998248	1
880650,1776951,2094347,3369807,3250665,1998248	1
880644,2201520,2094347,3369807,3250665,1998248	1
853140,5051051,880727,3946104,2317874,1433375	1
853140,5051052,880727,3946104,2317874,1433375	1
453154,2106054,880727,3946104,2317874,1433375	1
528006,2106054,880727,3946104,2317874,1433375	1
853142,2106054,880727,3946104,2317874,1433375	1
6628912,2106054,880727,3946104,2317874,1433375	1
453154,853507,880727,3946104,2317874,1433375	1
528006,853507,880727,3946104,2317874,1433375	1
853142,853507,880727,3946104,2317874,1433375	1
6628912,853507,880727,3946104,2317874,1433375	1
853140,1623373,880727,3946104,2317874,1433375	1
853140,506053,880727,3946104,2317874,1433375	1
453154,1623373,880727,3946104,2317874,1433375	1
528006,1623373,880727,3946104,2317874,1433375	1
453154,506053,880727,3946104,2317874,1433375	1
528006,506053,880727,3946104,2317874,1433375	1
853142,506053,880727,3946104,2317874,1433375	1
2038385,343567,4485665,3198258,830694,1999408	1
2038385,1769201,4485665,3198258,830694,1999408	1
2038385,1584242,4485665,3198258,830694,1999408	1
2038385,1584243,4485665,3198258,830694,1999408	1
2852257,1050137,4485665,3198258,830694,1999408	1
1890868,1050137,4485665,3198258,830694,1999408	1
3519540,1050137,4485665,3198258,830694,1999408	1
27708,1050137,4485665,3198258,830694,1999408	1
252723,1050137,4485665,3198258,830694,1999408	1
252723,1584242,4485665,3198258,830694,1999408	1
252723,1584243,4485665,3198258,830694,1999408	1
2486113,456136,2939016,3279217,2787770,2486117	1
2486131,456136,2939016,3279217,2787770,2486117	1
2486113,6483210,2939016,3279217,2787770,2486117	1
934438,6483210,2939016,3279217,2787770,2486117	1
456135,6483210,2939016,3279217,2787770,2486117	1
2486131,6483210,2939016,3279217,2787770,2486117	1
462424,4986653,2721457,7796967,4605627,5886363	1
860466,4986653,2721457,7796967,4605627,5886363	1
462424,972104,2721457,7796967,4605627,5886363	1
860466,972104,2721457,7796967,4605627,5886363	1
462424,4461892,2721457,7796967,4605627,5886363	1
860466,4461892,2721457,7796967,4605627,5886363	1
860466,462425,2721457,7796967,4605627,5886363	1
462424,2479312,2721457,7796967,4605627,5886363	1
860466,2479312,2721457,7796967,4605627,5886363	1
462424,4508954,2721457,7796967,4605627,5886363	1
860466,4508954,2721457,7796967,4605627,5886363	1
462424,3494000,2721457,7796967,4605627,5886363	1
860466,3494000,2721457,7796967,4605627,5886363	1
462424,434767,2721457,7796967,4605627,5886363	1
860466,434767,2721457,7796967,4605627,5886363	1
462424,637446,2721457,7796967,4605627,5886363	1
860466,637446,2721457,7796967,4605627,5886363	1
462424,4986659,2721457,7796967,4605627,5886363	1
860466,4986659,2721457,7796967,4605627,5886363	1
282398,4986653,2721457,7796967,4605627,5886363	1
282398,972104,2721457,7796967,4605627,5886363	1
282398,4461892,2721457,7796967,4605627,5886363	1
282398,462425,2721457,7796967,4605627,5886363	1
282398,728126,2721457,7796967,4605627,5886363	1
282398,3494000,2721457,7796967,4605627,5886363	1
282398,434767,2721457,7796967,4605627,5886363	1
282398,637446,2721457,7796967,4605627,5886363	1
282398,4986659,2721457,7796967,4605627,5886363	1
1445737,4461892,2721457,7796967,4605627,5886363	1
1445737,462425,2721457,7796967,4605627,5886363	1
1445737,2479312,2721457,7796967,4605627,5886363	1
1445737,4508954,2721457,7796967,4605627,5886363	1
1445737,728126,2721457,7796967,4605627,5886363	1
1445737,3494000,2721457,7796967,4605627,5886363	1
1445737,434767,2721457,7796967,4605627,5886363	1
1445737,637446,2721457,7796967,4605627,5886363	1
1445737,4986659,2721457,7796967,4605627,5886363	1
1445743,4986653,2721457,7796967,4605627,5886363	1
1445743,972104,2721457,7796967,4605627,5886363	1
1445743,2479312,2721457,7796967,4605627,5886363	1
1445743,4508954,2721457,7796967,4605627,5886363	1
1445743,728126,2721457,7796967,4605627,5886363	1
1445743,3494000,2721457,7796967,4605627,5886363	1
1445743,434767,2721457,7796967,4605627,5886363	1
1445743,637446,2721457,7796967,4605627,5886363	1
1445743,4986659,2721457,7796967,4605627,5886363	1
971791,972104,2721457,7796967,4605627,5886363	1
434766,434767,2721457,7796967,4605627,5886363	1
434766,637446,2721457,7796967,4605627,5886363	1
3605484,4986659,2721457,7796967,4605627,5886363	1
436555,857261,1726619,3885082,4549021,5239910	1
3904934,667054,1726619,3885082,4549021,5239910	1
1841686,667054,1726619,3885082,4549021,5239910	1
38392,667054,1726619,3885082,4549021,5239910	1
2271927,667054,1726619,3885082,4549021,5239910	1
376611,667054,1726619,3885082,4549021,5239910	1
1120333,667054,1726619,3885082,4549021,5239910	1
376610,667054,1726619,3885082,4549021,5239910	1
2083656,667054,1726619,3885082,4549021,5239910	1
853190,667054,1726619,3885082,4549021,5239910	1
506447,667054,1726619,3885082,4549021,5239910	1
2303641,667054,1726619,3885082,4549021,5239910	1
3819839,667054,1726619,3885082,4549021,5239910	1
2271850,667054,1726619,3885082,4549021,5239910	1
436555,1077546,1726619,3885082,4549021,5239910	1
436555,1551455,1726619,3885082,4549021,5239910	1
436555,436526,1726619,3885082,4549021,5239910	1
436555,2874,1726619,3885082,4549021,5239910	1
436555,2341989,1726619,3885082,4549021,5239910	1
436555,4392333,1726619,3885082,4549021,5239910	1
436555,853474,1726619,3885082,4549021,5239910	1
436555,4819420,1726619,3885082,4549021,5239910	1
436555,1202222,1726619,3885082,4549021,5239910	1
436555,1237316,1726619,3885082,4549021,5239910	1
2271851,436556,1726619,3885082,4549021,5239910	1
2271845,436556,1726619,3885082,4549021,5239910	1
2271851,857261,1726619,3885082,4549021,5239910	1
2271845,857261,1726619,3885082,4549021,5239910	1
2271851,716080,1726619,3885082,4549021,5239910	1
2271845,716080,1726619,3885082,4549021,5239910	1
2271851,1077546,1726619,3885082,4549021,5239910	1
2271845,1077546,1726619,3885082,4549021,5239910	1
2271851,1551455,1726619,3885082,4549021,5239910	1
2271845,1551455,1726619,3885082,4549021,5239910	1
2271851,436526,1726619,3885082,4549021,5239910	1
2271845,436526,1726619,3885082,4549021,5239910	1
2271851,2874,1726619,3885082,4549021,5239910	1
2271845,2874,1726619,3885082,4549021,5239910	1
2271851,2341989,1726619,3885082,4549021,5239910	1
2271845,2341989,1726619,3885082,4549021,5239910	1
2271851,4392333,1726619,3885082,4549021,5239910	1
2271845,4392333,1726619,3885082,4549021,5239910	1
2271851,853474,1726619,3885082,4549021,5239910	1
2271845,853474,1726619,3885082,4549021,5239910	1
2271851,4819420,1726619,3885082,4549021,5239910	1
2271845,4819420,1726619,3885082,4549021,5239910	1
2271851,1202222,1726619,3885082,4549021,5239910	1
2271845,1202222,1726619,3885082,4549021,5239910	1
2271851,1237316,1726619,3885082,4549021,5239910	1
2271845,1237316,1726619,3885082,4549021,5239910	1
252832,1726702,1726619,3885082,4549021,5239910	1
1841686,1726702,1726619,3885082,4549021,5239910	1
38392,1726702,1726619,3885082,4549021,5239910	1
64991,1726702,1726619,3885082,4549021,5239910	1
2271927,1726702,1726619,3885082,4549021,5239910	1
376611,1726702,1726619,3885082,4549021,5239910	1
1120333,1726702,1726619,3885082,4549021,5239910	1
376610,1726702,1726619,3885082,4549021,5239910	1
2083656,1726702,1726619,3885082,4549021,5239910	1
853190,1726702,1726619,3885082,4549021,5239910	1
506447,1726702,1726619,3885082,4549021,5239910	1
2303641,1726702,1726619,3885082,4549021,5239910	1
3819839,1726702,1726619,3885082,4549021,5239910	1
2271850,1726702,1726619,3885082,4549021,5239910	1
1841686,857261,1726619,3885082,4549021,5239910	1
38392,857261,1726619,3885082,4549021,5239910	1
1841686,1077546,1726619,3885082,4549021,5239910	1
38392,1551455,1726619,3885082,4549021,5239910	1
38392,436526,1726619,3885082,4549021,5239910	1
376611,436526,1726619,3885082,4549021,5239910	1
376610,436526,1726619,3885082,4549021,5239910	1
38392,2874,1726619,3885082,4549021,5239910	1
376611,2874,1726619,3885082,4549021,5239910	1
376610,2874,1726619,3885082,4549021,5239910	1
506447,2341989,1726619,3885082,4549021,5239910	1
2271927,4392333,1726619,3885082,4549021,5239910	1
853190,853474,1726619,3885082,4549021,5239910	1
506447,1202222,1726619,3885082,4549021,5239910	1
997042,1453877,1473735,2710362,3751504,3747590	1
997042,1453899,1473735,2710362,3751504,3747590	1
1453887,2479376,1473735,2710362,3751504,3747590	1
1453887,2479378,1473735,2710362,3751504,3747590	1
302857,1011473,1488042,2766042,2374884,1985480	1
302857,1406459,1488042,2766042,2374884,1985480	1
1035181,1230820,6169327,3241894,4527826,1990277	1
1196237,1198554,2634577,3968917,2634713,2634727	1
1196237,1196236,2634577,3968917,2634713,2634727	1
4217005,1896116,2363745,2763890,3318653,1988672	1
41672,1896116,2363745,2763890,3318653,1988672	1
2249210,1896116,2363745,2763890,3318653,1988672	1
18356,4557232,5902129,3198483,3751487,5268113	1
18356,5452872,5902129,3198483,3751487,5268113	1
3733870,4557232,5902129,3198483,3751487,5268113	1
3733870,1283027,5902129,3198483,3751487,5268113	1
3733870,1283026,5902129,3198483,3751487,5268113	1
2249843,1283027,5902129,3198483,3751487,5268113	1
6869459,1406449,1396393,3089998,2378334,1960668	1
1441934,1441465,1441615,2684179,1443649,1960157	1
433500,1730984,1656729,6729254,830140,5891844	1
433500,1730983,1656729,6729254,830140,5891844	1
433500,625553,1656729,6729254,830140,5891844	1
433500,1344330,1656729,6729254,830140,5891844	1
20386,1748254,1656729,6729254,830140,5891844	1
424901,1748254,1656729,6729254,830140,5891844	1
21272,1748254,1656729,6729254,830140,5891844	1
2299295,1748254,1656729,6729254,830140,5891844	1
1989701,1730984,1656729,6729254,830140,5891844	1
1989701,1730983,1656729,6729254,830140,5891844	1
1989701,451717,1656729,6729254,830140,5891844	1
1989701,625553,1656729,6729254,830140,5891844	1
1989701,1344330,1656729,6729254,830140,5891844	1
20386,451717,1656729,6729254,830140,5891844	1
424901,451717,1656729,6729254,830140,5891844	1
21272,451717,1656729,6729254,830140,5891844	1
21272,625553,1656729,6729254,830140,5891844	1
2299295,1344330,1656729,6729254,830140,5891844	1
1553506,6712717,4612926,2742623,4645746,1999284	1
1553506,5638370,4612926,2742623,4645746,1999284	1
2250036,6712717,4612926,2742623,4645746,1999284	1
2250036,1748264,4612926,2742623,4645746,1999284	1
2250036,1748263,4612926,2742623,4645746,1999284	1
1860627,4513009,5498605,3214338,2370979,1996648	1
3413025,4513009,5498605,3214338,2370979,1996648	1
2245336,2694846,6942208,1831448,2371001,1996630	1
1489122,3422472,4952431,3281997,2374243,2015725	1
3138243,1489119,4952431,3281997,2374243,2015725	1
2092598,1489119,4952431,3281997,2374243,2015725	1
1489122,1489119,4952431,3281997,2374243,2015725	1
3023658,5684912,4912221,3395611,2370949,2088424	1
2275911,6685627,2993742,3198320,2843987,2097303	1
2649145,4103578,5977876,3871066,2370741,2046227	1
2649145,4103580,5977876,3871066,2370741,2046227	1
3826519,4103578,5977876,3871066,2370741,2046227	1
3826519,4103580,5977876,3871066,2370741,2046227	1
1891111,962624,5977876,3871066,2370741,2046227	1
2480978,4506077,2309729,2764674,2374176,1996618	1
2480978,4506078,2309729,2764674,2374176,1996618	1
2480978,4506080,2309729,2764674,2374176,1996618	1
2480978,4506081,2309729,2764674,2374176,1996618	1
2480978,3305845,2309729,2764674,2374176,1996618	1
4915807,2454419,2453715,3793898,2605619,3793906	1
4915807,2454440,2453715,3793898,2605619,3793906	1
2250267,1726880,4943649,4425620,3328074,2791594	1
6687486,1726880,4943649,4425620,3328074,2791594	1
